movie_id,title,tags
49521,man of steel,young boy learns extraordinary powers earth young man journeys discover came sent hero emerge save world annihilation symbol hope mankind action adventure fantasy sciencefiction savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse henrycavill amyadams michaelshannon zacksnyder
2454,the chronicles of narnia: prince caspian,year incredible adventures lion witch wardrobe peter edmund lucy susan pevensie return narnia aid young prince life threatened evil king miraz help colorful cast new characters including trufflehunter badger nikabrik dwarf pevensie clan embarks incredible quest ensure narnia returned rightful heir adventure family fantasy basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld benbarnes williammoseley annapopplewell andrewadamson
24428,the avengers,unexpected enemy emerges threatens global safety security nick fury director international peacekeeping agency known finds need team pull world brink disaster spanning globe daring recruitment effort begins sciencefiction action adventure newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse robertdowneyjr chrisevans markruffalo josswhedon
1865,pirates of the caribbean: on stranger tides,captain jack sparrow crosses paths woman past sure love ruthless con artist find fabled fountain youth forces aboard queen anne revenge ship formidable pirate blackbeard jack finds unexpected adventure know fear blackbeard woman past adventure action fantasy sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d johnnydepp penélopecruz ianmcshane robmarshall
41154,men in black 3,agents j smith k tommy lee jones time j seen inexplicable things 15 years men black aliens perplexes wry reticent partner k life fate planet stake agent j travel time things right j discovers secrets universe k told secrets reveal teams young agent k josh brolin save partner agency future humankind action comedy sciencefiction timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory willsmith tommyleejones joshbrolin barrysonnenfeld
122917,the hobbit: the battle of the five armies,immediately events desolation smaug bilbo dwarves try defend erebor mountain treasure claim men ruined laketown elves mirkwood army orcs led azog defiler marching erebor fueled rise dark lord sauron dwarves elves men unite hope middle earth falls bilbo hands action adventure fantasy corruption elves dwarves orcs middle hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery martinfreeman ianmckellen richardarmitage peterjackson
1930,the amazing spider-man,peter parker outcast high schooler abandoned parents boy leaving raised uncle ben aunt like teenagers peter trying figure got person today peter discovers mysterious briefcase belonged father begins quest understand parents disappearance leading directly oscorp lab dr curt connors father partner spider man set collision course connors alter ego lizard peter life altering choices use powers shape destiny hero action adventure fantasy lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger andrewgarfield emmastone rhysifans marcwebb
20662,robin hood,soldier robin happens dying robert loxley promises return man sword family nottingham assumes robert identity romances widow marion draws ire town sheriff king john henchman godfrey action adventure robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland russellcrowe cateblanchett maxvonsydow ridleyscott
57158,the hobbit: the desolation of smaug,dwarves bilbo gandalf successfully escaped misty mountains bilbo gained ring continue journey gold dragon smaug adventure fantasy elves dwarves orcs hobbit dragon wizard swordandsorcery martinfreeman ianmckellen richardarmitage peterjackson
2268,the golden compass,overhearing shocking secret precocious orphan lyra belacqua trades carefree existence roaming halls jordan college otherworldly adventure far north unaware destiny adventure fantasy england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel dakotabluerichards nicolekidman danielcraig chrisweitz
254,king kong,1933 new york overly ambitious movie producer coerces cast hired ship crew travel mysterious skull island encounter kong giant ape immediately smitten leading lady adventure drama action filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur naomiwatts jackblack adrienbrody peterjackson
597,titanic,84 years later 101 year old woman named rose dewitt bukater tells story granddaughter lizzy calvert brock lovett lewis bodine bobby buell anatoly mikailavich keldysh life set april 10th 1912 ship called titanic young rose boards departing ship upper class passengers mother ruth dewitt bukater fiancé caledon hockley drifter artist named jack dawson best friend fabrizio de rossi win class tickets ship game explains story departure death titanic voyage april 15th 1912 morning drama romance thriller shipwreck iceberg ship panic titanic oceanliner epic richwoman poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s katewinslet leonardodicaprio francesfisher jamescameron
271110,captain america: civil war,following events age ultron collective governments world pass act designed regulate superhuman activity polarizes opinion avengers causing factions iron man captain america causes epic battle allies adventure action sciencefiction civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d chrisevans robertdowneyjr scarlettjohansson anthonyrusso
44833,battleship,mankind beams radio signal space reply comes planet g form alien crafts splash waters hawaii lieutenant alex hopper weapons officer assigned uss john paul jones international naval coalition world hope survival engage hostile alien force unimaginable strength taking invaders hopper try live potential brother fiancée father admiral shane expect thriller action adventure sciencefiction fight mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri taylorkitsch alexanderskarsgård rihanna peterberg
135397,jurassic world,years events jurassic park isla nublar features fully functioning dinosaur theme park jurassic world originally envisioned john hammond action adventure sciencefiction thriller monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror chrispratt brycedallashoward irrfankhan colintrevorrow
37724,skyfall,bond latest assignment goes gravely wrong agents world exposed mi6 attacked forcing m relocate agency events cause authority position challenged gareth mallory new chairman intelligence security committee mi6 compromised inside m left ally trust bond 007 takes shadows aided field agent eve following trail mysterious silva lethal hidden motives reveal action adventure thriller spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao danielcraig judidench javierbardem sammendes
558,spider-man 2,peter parker going major identity crisis burned spider man decides shelve superhero alter ego leaves city suffering wake carnage left evil doc ock meantime parker act feelings mary jane watson girl loved childhood action adventure fantasy dualidentity pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain tobeymaguire kirstendunst jamesfranco samraimi
68721,iron man 3,tony stark world torn apart formidable terrorist called mandarin starts odyssey rebuilding retribution action adventure sciencefiction terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis robertdowneyjr gwynethpaltrow doncheadle shaneblack
12155,alice in wonderland,alice unpretentious individual 19 year old betrothed dunce english nobleman engagement party escapes crowd consider marriage falls hole garden spotting unusual rabbit arriving strange surreal place called underland finds world resembles nightmares child filled talking animals villainous queens knights frumious bandersnatches alice realizes reason conquer horrific jabberwocky restore rightful queen throne family fantasy adventure basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d miawasikowska johnnydepp annehathaway timburton
36668,x-men: the last stand,cure found treat mutations lines drawn x men brotherhood band powerful mutants organized xavier ally magneto adventure action sciencefiction thriller mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger hughjackman halleberry ianmckellen brettratner
62211,monsters university,look relationship mike sulley days monsters university necessarily best friends animation family monster dormitory games animation bestfriend university scary aftercreditsstinger billycrystal johngoodman stevebuscemi danscanlon
8373,transformers: revenge of the fallen,sam witwicky leaves autobots normal life mind filled cryptic symbols decepticons target dragged transformers war sciencefiction action adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger shialabeouf meganfox joshduhamel michaelbay
91314,transformers: age of extinction,humanity picks pieces following conclusion transformers dark moon autobots decepticons vanished face planet group powerful ingenious businessman scientists attempt learn past transformer incursions push boundaries technology control ancient powerful transformer menace sets earth cross hairs sciencefiction action adventure sequel alien transformers giantrobot robot imax transformingrobot markwahlberg stanleytucci kelseygrammer michaelbay
68728,oz: the great and powerful,oscar diggs small time circus illusionist con artist whisked kansas land oz inhabitants assume great wizard prophecy save oz clutches evil fantasy adventure family circus witch magic hope illusion lost magictrick wizard 3d jamesfranco milakunis rachelweisz samraimi
102382,the amazing spider-man 2,peter parker life busy taking bad guys spider man spending time person loves gwen stacy high school graduation come quickly peter forgotten promise gwen father protect staying away promise things change peter new villain electro emerges old friend harry osborn returns peter uncovers new clues past action adventure fantasy obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers andrewgarfield emmastone jamiefoxx marcwebb
20526,tron: legacy,sam flynn tech savvy daring son kevin flynn investigates father disappearance pulled grid help mysterious program named quorra sam quests stop evil dictator clu crossing real world adventure action sciencefiction artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy garretthedlund jeffbridges oliviawilde josephkosinski
49013,cars 2,star race car lightning mcqueen pal mater head overseas compete world grand prix race road championship rocky mater gets caught intriguing adventure international espionage animation family adventure comedy carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger owenwilson larrythecableguy michaelcaine johnlasseter
44912,green lantern,centuries small powerful force warriors called green lantern corps sworn intergalactic order green lantern wears ring grants superpowers new enemy called parallax threatens destroy balance power universe fate fate earth lie hands human recruited adventure action thriller sciencefiction dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d ryanreynolds blakelively petersarsgaard martincampbell
10193,toy story 3,woody buzz rest andy toys played years andy college gang find accidentally left nefarious day care center toys band escape return home andy animation family comedy hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory tomhanks timallen nedbeatty leeunkrich
534,terminator salvation,grown post apocalyptic 2018 john connor lead resistance humans increasingly dominating militaristic robots marcus wright appears existence confuses mission connor tries determine wright come future past friend foe action sciencefiction thriller savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post apocalyptic dystopia army firearm wartime losangeles christianbale samworthington antonyelchin mcg
168259,furious 7,deckard shaw seeks revenge dominic toretto family comatose brother action carrace speed revenge suspense car race musclecar vindiesel paulwalker dwaynejohnson jameswan
72190,world war z,life united nations investigator gerry lane family content suddenly world plagued mysterious infection turning human populations rampaging mindless zombies barely escaping chaos lane persuaded mission investigate disease follows perilous trek world lane brave horrific dangers long odds find answers human civilization falls action drama horror sciencefiction thriller dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse bradpitt mireilleenos abigailhargrove marcforster
127585,x-men: days of future past,ultimate x men ensemble fights war survival species time periods join forces younger selves epic battle change past save future action adventure fantasy sciencefiction 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture hughjackman jamesmcavoy michaelfassbender bryansinger
54138,star trek into darkness,crew enterprise called home find unstoppable force terror organization detonated fleet stands leaving world state crisis personal score settle captain kirk leads manhunt war zone world capture man weapon mass destruction heroes propelled epic chess game life death love challenged friendships torn apart sacrifices family kirk left crew action adventure sciencefiction spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d chrispine zacharyquinto zoesaldana
81005,jack the giant slayer,story ancient war reignited young farmhand unwittingly opens gateway world fearsome race giants unleashed earth time centuries giants strive reclaim land lost forcing young man jack battle life stop fighting kingdom people love brave princess comes face face unstoppable warriors thought existed legend gets chance legend action family fantasy basedonfairytale giant nicholashoult eleanortomlinson ewanmcgregor bryansinger
64682,the great gatsby,adaptation scott fitzgerald long island set novel midwesterner nick carraway lured lavish world neighbor jay gatsby soon carraway cracks gatsby nouveau riche existence obsession madness tragedy await drama romance basedonnovel infidelity obsession hope 3d leonardodicaprio tobeymaguire careymulligan bazluhrmann
9543,prince of persia: the sands of time,rogue prince reluctantly joins forces mysterious princess race dark forces safeguard ancient dagger capable releasing sands time gift gods reverse time allow possessor rule world adventure fantasy action romance persia sandstorm brotheragainstbrother armageddon regent basedonvideogame jakegyllenhaal gemmaarterton benkingsley mikenewell
68726,pacific rim,legions monstrous creatures known kaiju started rising sea war began millions lives consume humanity resources years end combat giant kaiju special type weapon devised massive robots called jaegers controlled simultaneously pilots minds locked neural bridge jaegers proving nearly defenseless face relentless kaiju verge defeat forces defending mankind choice turn unlikely heroes washed pilot charlie hunnam untested trainee rinko teamed drive legendary seemingly obsolete jaeger past stand mankind hope mounting apocalypse action sciencefiction adventure dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d idriselba charliehunnam charlieday guillermodeltoro
38356,transformers: dark of the moon,sam witwicky takes tenuous steps adulthood remaining reluctant human ally autobot leader optimus prime film centers space race ussr usa suggesting hidden transformers role remains planet dangerous secrets action sciencefiction adventure moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger shialabeouf johnmalkovich kenjeong michaelbay
217,indiana jones and the kingdom of the crystal skull,set cold war soviets led sword wielding irina spalko search crystal skull supernatural powers related mystical lost city gold captured escaping indy coerced head peru behest young man friend indy colleague professor oxley captured knowledge skull whereabouts adventure action savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology harrisonford cateblanchett shialabeouf stevenspielberg
105864,the good dinosaur,epic journey world dinosaurs apatosaurus named arlo makes unlikely human friend adventure animation family tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey raymondochoa jackbright jeffreywright petersohn
62177,brave,brave set mystical scottish highlands mérida princess kingdom ruled king fergus queen elinor unruly daughter accomplished archer mérida day defies sacred custom land inadvertently brings turmoil kingdom attempt set things right mérida seeks eccentric old wise woman granted ill fated wish figuring mérida quest serving comic relief kingdom lords enormous lord macguffin surly lord macintosh disagreeable lord dingwall animation adventure comedy family action fantasy scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d kellymacdonald juliewalters billyconnolly brendachapman
188927,star trek beyond,uss enterprise crew explores furthest reaches uncharted space encounter mysterious new enemy puts federation stands test action adventure sciencefiction sequel stranded hatred spaceopera chrispine zacharyquinto karlurban justinlin
10681,wall·e,robot left earth overrun garbage humans fled outer space 700 years continued try clean mess developed interesting human like qualities ship arrives sleek new type robot thinks finally found friend stows away ship leaves animation family romanticcomedy benburtt elissaknight jeffgarlin andrewstanton
5174,rush hour 3,attempted assassination ambassador han inspector lee detective carter action head paris protect french woman knowledge triads secret leaders lee holds secret meetings united nations authority personal struggles chinese criminal mastermind named kenji reveals lee long lost brother action comedy crime thriller ambassador christucker jackiechan hiroyukisanada brettratner
14161,2012,dr adrian helmsley worldwide geophysical team investigating effect earth radiation unprecedented solar storms learns earth core heating warns president thomas wilson crust earth unstable proper preparations saving fraction world population entire race doomed writer jackson curtis stumbles information world leaders race build arks escape impending cataclysm curtis struggles find way save family volcanic eruptions earthquakes unprecedented strength wreak havoc world action adventure sciencefiction civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind johncusack amandapeet chiwetelejiofor rolandemmerich
17979,a christmas carol,miser ebenezer scrooge awakened christmas eve spirits reveal miserable existence opportunities wasted youth current cruelties dire fate awaits change ways scrooge faced story growing bitterness meanness decide future hold death redemption animation drama holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas garyoldman jimcarrey stevevalentine robertzemeckis
76757,jupiter ascending,universe human genetic material precious commodity impoverished young earth woman key strategic maneuvers internal strife powerful dynasty sciencefiction fantasy action adventure jupiter space womandirector 3d interspeciesromance milakunis channingtatum seanbean lillywachowski
258489,the legend of tarzan,tarzan having acclimated life london called home jungle investigate activities mining encampment action adventure africa feralchild tarzan jungle animalattack alexanderskarsgård margotrobbie christophwaltz davidyates
411,"the chronicles of narnia: the lion, the witch and the wardrobe",siblings lucy edmund susan peter step magical wardrobe find land narnia discover charming peaceful kingdom plunged eternal winter evil white witch jadis aided wise magnificent lion aslan children lead narnia spectacular climactic battle free witch glacial powers forever adventure family fantasy savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy talefigure battle narnia fantasyworld duringcreditsstinger williammoseley annapopplewell skandarkeynes andrewadamson
246655,x-men: apocalypse,emergence world mutant world destroyer apocalypse x men unite defeat extinction level plan sciencefiction mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s jamesmcavoy michaelfassbender jenniferlawrence bryansinger
155,the dark knight,batman raises stakes war crime help lt jim gordon district attorney harvey dent batman sets dismantle remaining criminal organizations plague streets partnership proves effective soon find prey reign chaos unleashed rising criminal mastermind known terrified citizens gotham joker drama action crime thriller dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman christianbale heathledger aaroneckhart christophernolan
14160,up,carl fredricksen spent entire life dreaming exploring globe experiencing life fullest age 78 life passed twist fate persistent 8 year old wilderness explorer named russell gives new lease life animation comedy family adventure agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring edasner christopherplummer jordannagai petedocter
15512,monsters vs aliens,susan murphy unwittingly clobbered meteor outer space gunk wedding day mysteriously grows 49 inches military jumps action captures susan secreting away covert government compound renamed ginormica placed confinement ragtag group monsters animation family adventure sciencefiction alien giantrobot duringcreditsstinger sethrogen reesewitherspoon hughlaurie conradvernon
1726,iron man,held captive afghan cave billionaire engineer tony stark creates unique weaponized suit armor fight evil action sciencefiction adventure middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson robertdowneyjr terrencehoward jeffbridges jonfavreau
44826,hugo,hugo orphan boy living walls train station 1930s paris learned fix clocks gadgets father uncle puts use keeping train station clocks running thing left connects dead father automaton mechanical man work special key hugo needs find unlock secret believes contains adventures meets shopkeeper george melies works train station adventure seeking god daughter hugo finds surprising connection father automaton discovers unlocks memories old man buried inside past adventure drama family library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d benkingsley sachabaroncohen asabutterfield martinscorsese
8487,wild wild west,legless southern inventor dr arliss loveless plans rekindle civil war assassinating president grant men stop gunfighter james west master disguise inventor artemus gordon team thwart loveless plans action adventure comedy sciencefiction western steampunk basedontvseries steamlocomotive drag willsmith kevinkline kennethbranagh barrysonnenfeld
1735,the mummy: tomb of the dragon emperor,archaeologist rick travels china pitting emperor year old han dynasty returned dead pursue quest world domination time enlists help wife son quash called dragon emperor abuse supernatural power adventure action fantasy brendanfraser jetli johnhannah robcohen
297761,suicide squad,dc comics comes suicide squad antihero team incarcerated supervillains act deniable assets united states government undertaking high risk black ops missions exchange commuted prison sentences action adventure crime fantasy sciencefiction dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse willsmith margotrobbie joelkinnaman davidayer
2698,evan almighty,god contacts congressman evan baxter tells build ark preparation great flood fantasy comedy family fathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger stevecarell laurengraham johngoodman tomshadyac
137113,edge of tomorrow,major bill cage officer seen day combat unceremoniously demoted dropped combat cage killed minutes managing alpha alien awakens beginning day forced fight die physical contact alien thrown time loop action sciencefiction dejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeleton tomcruise emilyblunt brendangleeson dougliman
9804,waterworld,futuristic world polar ice caps melted earth liquid planet beautiful barmaid rescues mutant seafarer floating island prison escape young charge enola sail aboard ship trio soon target menacing pirate covets map dryland tattooed enola adventure action ocean tattoo mutant water dystopia doomsday kevincostner chaimgirafi rickaviles kevinreynolds
14869,g.i. joe: the rise of cobra,egyptian desert deep polar ice caps elite joe team uses latest generation spy military equipment fight corrupt arms dealer destro growing threat mysterious cobra organization prevent plunging world chaos adventure action thriller sciencefiction terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra dennisquaid channingtatum marlonwayans stephensommers
150540,inside out,growing bumpy road exception riley uprooted midwest life father starts new job san francisco like riley guided emotions joy fear anger disgust sadness emotions live headquarters control center inside riley mind help advise everyday life riley emotions struggle adjust new life san francisco turmoil ensues headquarters joy riley main important emotion tries things positive emotions conflict best navigate new city house school drama comedy animation family dream cartoon imaginaryfriend animation family moving kids unicorn duringcreditsstinger 3d emotions amypoehler phyllissmith richardkind petedocter
278927,the jungle book,threat tiger shere khan forces flee jungle man cub named mowgli embarks journey self discovery help panther bagheera free spirited bear baloo family adventure drama fantasy basedonnovel snake wolf elephant tiger feralchild panther remake bear jungle talkinganimal orphan animal talkingtoanimals neelsethi billmurray benkingsley jonfavreau
10138,iron man 2,world aware dual life armored superhero iron man billionaire inventor tony stark faces pressure government press public share technology military unwilling let invention stark pepper potts james rhodey rhodes forge new alliances confront powerful enemies adventure action sciencefiction malibu marvelcomic superhero basedoncomicbook revenge aftercreditsstinger marvelcinematicuniverse robertdowneyjr gwynethpaltrow doncheadle jonfavreau
58595,snow white and the huntsman,evil queen marries king performs violent coup king murdered daughter snow white taken captive decade later grown snow white clutches queen order obtain immortality evil queen needs heart snow white snow escapes castle queen sends huntsman find dark forest adventure fantasy drama queen magic fairytale immortality forest deception woman eternalyouth snowwhite evilqueen evilstepmother imprisoned sorceress kristenstewart charlizetheron chrishemsworth rupertsanders
102651,maleficent,untold story disney iconic villain 1959 classic sleeping beauty beautiful pure hearted young woman maleficent idyllic life growing peaceable forest kingdom day invading army threatens harmony land maleficent rises land fiercest protector ultimately suffers ruthless betrayal act begins turn heart stone bent revenge maleficent faces epic battle invading king successor result places curse newborn infant aurora child grows maleficent realizes aurora holds key peace kingdom maleficent true happiness fantasy adventure action family romance fairytale villain sleepingbeauty darkfantasy basedonfairytale adaptation retelling literaryadaptation 3d angelinajolie ellefanning sharltocopley robertstromberg
119450,dawn of the planet of the apes,group scientists san francisco struggle stay alive aftermath plague wiping humanity caesar tries maintain dominance community intelligent apes sciencefiction action drama thriller leader colony post apocalyptic dystopia forest sequel woods ape scientist monkey medicalresearch animalattack plague 3d andyserkis jasonclarke garyoldman mattreeves
79698,the lovers,lovers epic romance time travel adventure film helmed roland joffé story ajey jhankar film sweeping tale impossible love set backdrop anglo maratha war time periods continents centred characters british officer 18th century colonial india indian woman falls deeply love american present day marine biologist wife action adventure sciencefiction romance joshhartnett simonekessell tamsinegerton rolandjoffé
64686,47 ronin,based original 1941 movie japan ancient japan enduring tale epic 3d fantasy adventure 47 ronin born keanu reeves leads cast kai outcast joins oishi hiroyuki sanada leader 47 outcast samurai seek vengeance treacherous overlord killed master banished kind restore honor homeland warriors embark quest challenges series trials destroy ordinary warriors drama action adventure fantasy japan suicide samurai basedontruestory samuraisword ronin shogun halfbreed 3d keanureeves hiroyukisanada koushibasaki carlrinsch
100402,captain america: the winter soldier,cataclysmic events new york avengers steve rogers aka captain america living quietly washington trying adjust modern world colleague comes attack steve embroiled web intrigue threatens world risk joining forces black widow captain america struggles expose widening conspiracy fighting professional assassins sent silence turn scope villainous plot revealed captain america black widow enlist help new ally falcon soon find unexpected formidable enemy winter soldier action adventure sciencefiction future shield marvelcomic superhero basedoncomicbook captainamerica aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d politicalthriller chrisevans scarlettjohansson anthonyrusso
10192,shrek forever after,bored domesticated shrek pacts deal maker rumpelstiltskin feeling like real ogre duped sent twisted version far far away rumpelstiltskin king ogres hunted fiona met sets restore world reclaim true love comedy adventure fantasy animation family ogre 3d mikemyers eddiemurphy camerondiaz mikemitchell
